truck_type,departure_date,from_city,to_city,capacity,distance_km,season,price,demand
Light Commercial Vehicles,2025-01-29,Vadodara,Kanpur,10,858.11,0,9789.87,893.51
Trailer trucks,2024-09-01,Udaipur,Coimbatore,50,1540.43,3,27470.58,1406.34
Container trucks,2023-08-18,Solapur,Allahabad,40,1057.82,2,22976.84,1630.25
Heavy Commercial Vehicles,2024-12-27,Guwahati,Bhavnagar,30,2049.3,0,24034.05,943.4
Light Commercial Vehicles,2025-06-26,Lucknow,Allahabad,10,180.37,2,4420.72,1396.66
Light Commercial Vehicles,2025-01-23,Thiruvananthapuram,Udaipur,10,1810.25,0,16255.3,744.97
Light Commercial Vehicles,2024-04-27,Raipur,Solapur,10,720.42,1,8341.82,1139.09
Container trucks,2024-12-11,Indore,Meerut,40,718.34,0,16700.65,1432.65
Heavy Commercial Vehicles,2025-02-03,Bangalore,Kolhapur,30,548.36,0,12927.98,1292.61
Light Commercial Vehicles,2023-05-25,Kolkata,Nagpur,10,971.52,1,10517.15,981.52
Light Commercial Vehicles,2023-12-14,Surat,Hyderabad,10,727.17,0,8479.93,1003.87
Trailer trucks,2025-10-14,Dehradun,Pune,50,1373.15,3,25820.56,1532.32
Container trucks,2024-12-09,Jamshedpur,Bangalore,40,1419.09,0,22472.87,1312.97
Trailer trucks,2023-12-31,Jamshedpur,Tiruchirappalli,50,1550.38,0,25775.18,1313.88
Container trucks,2025-04-14,Warangal,Guwahati,40,1543.88,1,23954.55,1301.09
Trailer trucks,2023-09-16,Vellore,Madurai,50,348.86,3,18259.74,1654.46
Container trucks,2024-10-16,Amritsar,Raipur,40,1332.4,3,22312.4,1315.27
Container trucks,2025-08-20,Allahabad,Tiruchirappalli,40,1654.55,2,27649.86,1403.47
Light Commercial Vehicles,2024-03-01,Ludhiana,Thiruvananthapuram,10,2479.81,1,22732.56,765.21
Heavy Commercial Vehicles,2023-06-28,Bilaspur,Jaipur,30,837.13,2,16992.52,1512.0
Light Commercial Vehicles,2025-11-24,Delhi,Coimbatore,10,1948.33,3,18238.72,745.27
Trailer trucks,2025-07-13,Nagpur,Madurai,50,1245.96,2,27135.68,1715.28
Trailer trucks,2025-07-17,Visakhapatnam,Patna,50,897.75,2,24376.91,1815.17
Trailer trucks,2024-11-02,Jabalpur,Udaipur,50,657.53,3,20028.32,1752.34
Medium Commercial Vehicles,2024-02-07,Jhansi,Tiruchirappalli,20,1622.5,0,18454.12,846.72
Light Commercial Vehicles,2025-05-23,Kolkata,Bangalore,10,1558.52,1,15339.04,842.99
Heavy Commercial Vehicles,2025-04-17,Jaipur,Dhanbad,30,1125.1,1,18436.01,1212.58
Trailer trucks,2025-03-25,Jaipur,Warangal,50,1063.89,1,23141.3,1664.0
Medium Commercial Vehicles,2025-05-18,Kozhikode,Visakhapatnam,20,1071.46,1,14991.33,1043.82
Medium Commercial Vehicles,2024-12-13,Nagpur,Thiruvananthapuram,20,1415.58,0,16774.5,905.73
Trailer trucks,2025-11-05,Agra,Kozhikode,50,1777.48,3,28889.57,1407.82
Medium Commercial Vehicles,2025-04-26,Chennai,Pune,20,913.14,1,12837.47,1220.75
Trailer trucks,2023-12-20,Kolhapur,Coimbatore,50,694.23,0,19993.89,1431.88
Trailer trucks,2025-02-11,Allahabad,Vijayawada,50,996.47,0,21691.67,1449.76
Medium Commercial Vehicles,2025-09-25,Nashik,Bangalore,20,877.1,3,13255.04,1250.81
Container trucks,2025-08-14,Bhavnagar,Surat,40,96.36,2,14185.28,1691.93
Light Commercial Vehicles,2023-02-03,Hubli,Ludhiana,10,1722.17,0,16082.99,789.29
Heavy Commercial Vehicles,2025-08-02,Thiruvananthapuram,Bhavnagar,30,1552.27,2,23071.49,1419.46
Light Commercial Vehicles,2025-10-31,Kolkata,Vellore,10,1448.3,3,14351.34,953.13
Heavy Commercial Vehicles,2023-04-26,Kolkata,Visakhapatnam,30,762.72,1,15134.12,1351.59
Medium Commercial Vehicles,2023-07-31,Solapur,Bilaspur,20,815.73,2,13890.82,1249.21
Container trucks,2023-06-28,Nagpur,Patna,40,790.5,2,19915.76,1653.29
Container trucks,2025-10-09,Nashik,Delhi,40,1015.36,3,20391.13,1416.83
Heavy Commercial Vehicles,2025-12-09,Ranchi,Guwahati,30,720.17,0,13806.67,1179.96
Light Commercial Vehicles,2025-12-20,Patna,Kolkata,10,468.6,0,6261.06,917.81
Container trucks,2024-10-19,Ranchi,Solapur,40,1164.79,3,21731.38,1446.93
Container trucks,2025-08-27,Bhavnagar,Surat,40,96.36,2,13677.25,1755.38
Container trucks,2024-07-17,Jhansi,Jamshedpur,40,829.27,2,20685.96,1536.88
Container trucks,2024-08-16,Surat,Guwahati,40,2003.54,2,31201.16,1497.06
Medium Commercial Vehicles,2024-01-06,Patna,Kanpur,20,490.27,0,9086.48,1194.5
Light Commercial Vehicles,2025-06-24,Rajkot,Bhopal,10,686.94,2,9455.92,1172.44
Heavy Commercial Vehicles,2023-02-17,Vellore,Gwalior,30,1475.89,0,19775.03,1097.04
Light Commercial Vehicles,2023-05-08,Ranchi,Visakhapatnam,10,663.18,1,8507.56,994.89
Container trucks,2023-12-06,Dhanbad,Hyderabad,40,1090.14,0,19863.97,1291.14
Medium Commercial Vehicles,2024-04-13,Lucknow,Allahabad,20,180.37,1,7856.43,1368.04
Medium Commercial Vehicles,2025-11-14,Hyderabad,Bhavnagar,20,822.49,3,12703.52,1239.39
Container trucks,2023-11-19,Allahabad,Surat,40,1035.72,3,19867.35,1473.79
Medium Commercial Vehicles,2025-10-21,Bilaspur,Bhavnagar,20,1032.45,3,14721.48,1231.35
Container trucks,2024-10-01,Bhopal,Nashik,40,520.67,3,15852.85,1525.78
Container trucks,2024-04-23,Jaipur,Jodhpur,40,285.19,1,14191.52,1531.09
Light Commercial Vehicles,2023-09-27,Udaipur,Bangalore,10,1348.85,3,13888.91,1010.81
Medium Commercial Vehicles,2023-10-07,Hubli,Ranchi,20,1386.59,3,16843.36,1044.08
Medium Commercial Vehicles,2023-01-31,Kozhikode,Dhanbad,20,1788.08,0,19133.94,816.52
Medium Commercial Vehicles,2024-11-27,Bilaspur,Coimbatore,20,1343.13,3,16659.0,1102.67
Trailer trucks,2023-09-02,Jodhpur,Visakhapatnam,50,1414.92,3,26583.82,1487.55
Trailer trucks,2024-12-03,Vijayawada,Kolhapur,50,683.74,0,19568.02,1509.35
Heavy Commercial Vehicles,2025-10-22,Kozhikode,Coimbatore,30,131.16,3,9838.49,1495.22
Heavy Commercial Vehicles,2025-09-19,Hubli,Gwalior,30,1242.98,3,18627.31,1201.99
Medium Commercial Vehicles,2023-09-25,Patna,Raipur,20,599.79,3,11141.83,1171.89
Heavy Commercial Vehicles,2024-05-14,Rajkot,Solapur,30,741.24,1,15412.69,1364.09
Medium Commercial Vehicles,2024-10-05,Tiruchirappalli,Vadodara,20,1403.75,3,17083.0,1117.21
Light Commercial Vehicles,2025-02-25,Indore,Ranchi,10,971.1,0,9752.14,764.84
Container trucks,2025-06-14,Tiruchirappalli,Allahabad,40,1654.55,2,27638.19,1400.29
Trailer trucks,2024-07-09,Agra,Nagpur,50,676.94,2,22865.67,1731.27
Container trucks,2025-07-30,Jabalpur,Guwahati,40,1233.25,2,24041.22,1565.61
Light Commercial Vehicles,2024-09-25,Mangalore,Dehradun,10,1954.54,3,18293.62,715.91
Medium Commercial Vehicles,2024-12-04,Allahabad,Mangalore,20,1568.1,0,17854.45,985.85
Medium Commercial Vehicles,2024-10-17,Bhavnagar,Dhanbad,20,1482.7,3,17370.2,1106.73
Medium Commercial Vehicles,2025-11-17,Kozhikode,Dehradun,20,2122.92,3,23282.25,958.74
Trailer trucks,2024-03-06,Amritsar,Ahmedabad,50,980.94,1,23159.65,1587.37
Light Commercial Vehicles,2025-05-26,Hubli,Vijayawada,10,604.76,1,8098.04,984.43
Container trucks,2023-12-25,Tiruchirappalli,Meerut,40,2016.94,0,26842.38,1013.59
Trailer trucks,2024-10-01,Ahmedabad,Udaipur,50,208.53,3,16681.38,1662.54
Heavy Commercial Vehicles,2025-05-14,Delhi,Pune,30,1168.9,1,18000.11,1338.71
Trailer trucks,2025-12-17,Kanpur,Coimbatore,50,1744.77,0,27169.23,1239.02
Container trucks,2025-12-11,Hubli,Nanded,40,478.52,0,15174.9,1468.16
Trailer trucks,2025-05-20,Meerut,Tiruchirappalli,50,2016.94,1,30852.33,1435.73
Trailer trucks,2024-11-05,Thiruvananthapuram,Guwahati,50,2500.33,3,34951.34,1269.9
Medium Commercial Vehicles,2025-09-07,Mangalore,Indore,20,1090.44,3,15033.61,1173.93
Light Commercial Vehicles,2025-03-03,Nashik,Nanded,10,382.53,1,6439.85,1087.2
Heavy Commercial Vehicles,2023-08-20,Jabalpur,Mumbai,30,866.9,2,17907.42,1475.68
Medium Commercial Vehicles,2023-08-02,Jaipur,Pune,20,950.22,2,14979.84,1237.12
Trailer trucks,2023-09-07,Jamshedpur,Kolhapur,50,1422.82,3,26016.39,1556.97
Medium Commercial Vehicles,2024-02-05,Bhavnagar,Gwalior,20,787.15,0,11544.82,1016.64
Heavy Commercial Vehicles,2023-05-07,Mangalore,Dhanbad,30,1714.85,1,23191.38,1220.13
Light Commercial Vehicles,2024-11-04,Thiruvananthapuram,Jamshedpur,10,1864.88,3,17755.32,758.8
Heavy Commercial Vehicles,2023-10-08,Thiruvananthapuram,Visakhapatnam,30,1220.84,3,18618.33,1293.1
Heavy Commercial Vehicles,2024-04-30,Ludhiana,Raipur,30,1214.43,1,18996.45,1167.72
Heavy Commercial Vehicles,2023-07-09,Thiruvananthapuram,Surat,30,1467.08,2,22485.36,1332.06
Heavy Commercial Vehicles,2025-05-28,Nagpur,Pune,30,620.26,1,13589.74,1351.51
Container trucks,2024-07-14,Jaipur,Allahabad,40,627.34,2,18844.27,1756.89
Heavy Commercial Vehicles,2024-11-09,Warangal,Nanded,30,272.14,3,11521.53,1437.17
Medium Commercial Vehicles,2023-11-25,Vellore,Tiruchirappalli,20,239.76,3,7776.5,1266.2
Container trucks,2024-01-28,Hubli,Gwalior,40,1242.98,0,21038.35,1285.07
Heavy Commercial Vehicles,2024-04-16,Tiruchirappalli,Gwalior,30,1708.61,1,22614.16,1145.31
Light Commercial Vehicles,2025-03-30,Thiruvananthapuram,Visakhapatnam,10,1220.84,1,12422.3,878.76
Heavy Commercial Vehicles,2025-09-24,Ranchi,Kolkata,30,324.66,3,11602.53,1409.9
Heavy Commercial Vehicles,2025-04-01,Ahmedabad,Allahabad,30,978.97,1,17140.38,1269.75
Trailer trucks,2025-01-26,Kanpur,Hyderabad,50,1021.65,0,21850.64,1391.42
Container trucks,2025-11-29,Jodhpur,Nashik,40,695.64,3,17648.08,1513.87
Heavy Commercial Vehicles,2024-11-22,Jhansi,Delhi,30,375.79,3,11984.49,1389.1
Container trucks,2023-11-06,Vijayawada,Kozhikode,40,783.35,3,18397.71,1574.99
Heavy Commercial Vehicles,2024-06-03,Ahmedabad,Nanded,30,654.51,2,15809.81,1441.47
Light Commercial Vehicles,2024-07-21,Mangalore,Nagpur,10,1016.13,2,12572.65,1089.14
Light Commercial Vehicles,2025-05-04,Vellore,Madurai,10,348.86,1,5314.38,1192.35
Medium Commercial Vehicles,2024-02-13,Hyderabad,Jhansi,20,892.85,0,12658.42,1010.74
Trailer trucks,2024-03-26,Ahmedabad,Patna,50,1306.39,1,25908.72,1626.1
Trailer trucks,2025-08-31,Bangalore,Jamshedpur,50,1419.09,2,29261.56,1612.41
Trailer trucks,2025-02-23,Vellore,Coimbatore,50,316.8,0,16263.95,1562.65
Light Commercial Vehicles,2024-09-02,Mumbai,Vellore,10,955.11,3,10928.06,955.21
Container trucks,2024-12-05,Jodhpur,Kanpur,40,729.75,0,17122.17,1365.99
Trailer trucks,2024-03-08,Kozhikode,Tiruchirappalli,50,323.73,1,17754.86,1692.66
Container trucks,2024-04-24,Hubli,Pune,40,374.41,1,15403.67,1545.04
Heavy Commercial Vehicles,2025-04-07,Lucknow,Meerut,30,397.25,1,11789.33,1436.59
Heavy Commercial Vehicles,2025-05-13,Vijayawada,Kozhikode,30,783.35,1,14833.07,1401.97
Light Commercial Vehicles,2025-07-04,Coimbatore,Kozhikode,10,131.16,2,4344.17,1354.67
Heavy Commercial Vehicles,2025-04-30,Thiruvananthapuram,Kolkata,30,1977.31,1,24443.43,1176.55
Medium Commercial Vehicles,2024-01-21,Vijayawada,Coimbatore,20,726.73,0,10761.08,1021.59
Trailer trucks,2024-07-12,Jhansi,Hubli,50,1172.64,2,26813.5,1775.86
Trailer trucks,2024-08-08,Chennai,Bilaspur,50,1015.31,2,25328.8,1683.92
Light Commercial Vehicles,2024-12-01,Bhopal,Guwahati,10,1483.34,0,13718.79,680.38
Heavy Commercial Vehicles,2023-03-21,Kozhikode,Patna,30,1867.65,1,23771.63,1122.03
Heavy Commercial Vehicles,2025-12-23,Mangalore,Hubli,30,272.68,0,10201.76,1235.06
Heavy Commercial Vehicles,2024-09-20,Solapur,Agra,30,1075.78,3,17230.18,1317.82
Heavy Commercial Vehicles,2024-07-30,Pune,Vadodara,30,425.12,2,13651.7,1631.84
Light Commercial Vehicles,2025-08-09,Chennai,Kolkata,10,1355.35,2,14833.76,1052.87
Light Commercial Vehicles,2025-04-05,Ahmedabad,Jamshedpur,10,1398.13,1,13746.95,826.6
Trailer trucks,2024-06-23,Nashik,Nanded,50,382.53,2,20161.24,1837.22
Container trucks,2023-08-02,Pune,Madurai,40,1056.23,2,22083.06,1658.65
Medium Commercial Vehicles,2024-04-08,Ranchi,Vadodara,20,1249.93,1,15925.52,1153.51
Medium Commercial Vehicles,2025-01-27,Meerut,Guwahati,20,1419.82,0,16566.39,1007.55
Trailer trucks,2024-05-29,Amritsar,Rajkot,50,1109.69,1,23976.05,1559.4
Light Commercial Vehicles,2025-10-31,Bangalore,Kanpur,10,1519.28,3,14860.19,930.72
Container trucks,2024-06-29,Kozhikode,Indore,40,1268.42,2,23975.64,1563.22
Medium Commercial Vehicles,2023-07-09,Dhanbad,Nashik,20,1371.59,2,18428.67,1154.68
Trailer trucks,2023-03-09,Amritsar,Indore,50,992.58,1,23113.32,1594.31
Light Commercial Vehicles,2025-08-20,Hubli,Patna,10,1539.33,2,16806.5,979.61
Light Commercial Vehicles,2023-08-06,Hubli,Ahmedabad,10,889.1,2,10711.13,1214.64
Light Commercial Vehicles,2024-02-23,Nanded,Nashik,10,382.53,0,5499.82,1051.2
Container trucks,2024-10-26,Kolkata,Madurai,40,1775.35,3,26505.45,1229.2
Light Commercial Vehicles,2024-12-21,Jabalpur,Solapur,10,744.85,0,8231.79,894.09
Medium Commercial Vehicles,2024-12-30,Mangalore,Jaipur,20,1552.76,0,17685.09,907.62
Light Commercial Vehicles,2024-02-23,Madurai,Kanpur,10,1843.87,0,16484.29,773.62
Heavy Commercial Vehicles,2025-05-18,Hubli,Rajkot,30,892.81,1,16040.45,1358.61
Container trucks,2025-11-09,Kanpur,Amritsar,40,782.63,3,18058.33,1545.06
Container trucks,2023-11-21,Kanpur,Lucknow,40,75.32,3,12203.49,1565.77
Heavy Commercial Vehicles,2023-07-31,Surat,Dhanbad,30,1428.72,2,22180.02,1379.21
Container trucks,2025-05-11,Vellore,Pune,40,839.03,1,19088.08,1547.03
Container trucks,2025-03-31,Allahabad,Madurai,40,1761.33,1,26508.0,1278.58
Heavy Commercial Vehicles,2024-01-30,Vellore,Visakhapatnam,30,686.33,0,13362.8,1202.58
Light Commercial Vehicles,2023-12-16,Hubli,Bhopal,10,906.4,0,9976.93,792.99
Container trucks,2025-12-21,Vijayawada,Patna,40,1108.84,0,20198.62,1281.56
Medium Commercial Vehicles,2024-06-23,Surat,Nashik,20,163.85,2,8493.34,1507.48
Light Commercial Vehicles,2023-12-22,Nanded,Solapur,10,221.62,0,4258.7,1059.59
Medium Commercial Vehicles,2024-01-20,Allahabad,Surat,20,1035.72,0,13147.17,1059.04
Trailer trucks,2023-04-17,Guwahati,Nanded,50,1670.83,1,28497.4,1387.1
Container trucks,2025-12-29,Jabalpur,Mumbai,40,866.9,0,17809.05,1254.81
Heavy Commercial Vehicles,2024-01-14,Tiruchirappalli,Jabalpur,30,1378.09,0,18967.3,1037.48
Medium Commercial Vehicles,2024-05-24,Mumbai,Delhi,20,1144.53,1,14898.91,1088.57
Light Commercial Vehicles,2024-11-14,Kolkata,Bhopal,10,1125.75,3,11559.13,982.05
Light Commercial Vehicles,2025-03-01,Bilaspur,Agra,10,702.61,1,8335.19,1151.77
Trailer trucks,2024-02-11,Bhopal,Jabalpur,50,263.58,0,16110.91,1620.05
Heavy Commercial Vehicles,2023-09-14,Dehradun,Visakhapatnam,30,1494.49,3,21237.7,1300.53
Medium Commercial Vehicles,2023-04-17,Kolkata,Jabalpur,20,862.18,1,12618.31,1201.42
Medium Commercial Vehicles,2025-10-16,Lucknow,Surat,20,1037.28,3,13976.74,1083.19
Medium Commercial Vehicles,2023-11-01,Ahmedabad,Kolkata,20,1621.48,3,19024.53,1096.6
Trailer trucks,2023-05-31,Guwahati,Nagpur,50,1403.22,1,26164.58,1425.38
Trailer trucks,2023-08-21,Warangal,Vijayawada,50,197.76,2,18686.81,1975.0
Container trucks,2024-11-04,Amritsar,Dehradun,40,335.32,3,14296.54,1511.8
Trailer trucks,2024-06-06,Solapur,Agra,50,1075.78,2,26266.82,1756.92
Light Commercial Vehicles,2023-06-03,Udaipur,Dhanbad,10,1294.65,2,14360.23,1124.82
Medium Commercial Vehicles,2025-03-16,Visakhapatnam,Mangalore,20,1041.56,1,13954.27,1121.7
Heavy Commercial Vehicles,2023-01-18,Nanded,Madurai,30,1023.02,0,16771.34,1138.29
Heavy Commercial Vehicles,2023-11-02,Ranchi,Patna,30,249.83,3,11069.73,1540.75
Medium Commercial Vehicles,2024-01-21,Coimbatore,Hubli,20,520.37,0,10091.42,1113.94
Heavy Commercial Vehicles,2023-11-24,Vijayawada,Chennai,30,380.97,3,12030.03,1488.85
Light Commercial Vehicles,2023-07-17,Nanded,Solapur,10,221.62,2,5081.25,1328.52
Container trucks,2025-12-13,Vijayawada,Nashik,40,821.63,0,17264.56,1271.92
Trailer trucks,2023-02-05,Hubli,Bilaspur,50,1048.44,0,22251.22,1434.52
Heavy Commercial Vehicles,2024-06-09,Vellore,Agra,30,1583.08,2,24301.3,1390.83
Heavy Commercial Vehicles,2025-11-20,Gwalior,Indore,30,453.56,3,12940.98,1325.81
Trailer trucks,2025-03-04,Guwahati,Mangalore,50,2293.93,1,32877.42,1263.23
Light Commercial Vehicles,2025-02-17,Jaipur,Hubli,10,1280.43,0,12849.07,701.53
Light Commercial Vehicles,2023-02-02,Gwalior,Hubli,10,1242.98,0,12572.97,777.25
Medium Commercial Vehicles,2024-05-29,Jaipur,Lucknow,20,512.61,1,9765.07,1221.5
Heavy Commercial Vehicles,2025-11-09,Vellore,Chennai,30,124.84,3,9919.57,1459.72
Heavy Commercial Vehicles,2023-11-05,Patna,Jaipur,30,945.23,3,16132.64,1341.35
Trailer trucks,2025-10-20,Nashik,Ahmedabad,50,357.93,3,17932.26,1719.91
Container trucks,2024-01-07,Allahabad,Amritsar,40,967.87,0,19001.39,1275.37
Container trucks,2024-04-02,Ahmedabad,Dehradun,40,973.59,1,20050.42,1394.47
Trailer trucks,2024-08-31,Nashik,Solapur,50,341.63,2,19558.47,1968.44
Container trucks,2025-07-20,Kolhapur,Madurai,40,859.52,2,20692.24,1587.79
Medium Commercial Vehicles,2024-07-16,Madurai,Bhopal,20,1477.66,2,19733.16,1227.18
Heavy Commercial Vehicles,2024-05-03,Jamshedpur,Kozhikode,30,1690.71,1,22405.57,1070.78
Medium Commercial Vehicles,2024-01-22,Mumbai,Vellore,20,955.11,0,12534.39,940.09
Heavy Commercial Vehicles,2025-03-17,Ludhiana,Warangal,30,1480.27,1,20367.81,1298.47
Container trucks,2025-04-23,Amritsar,Kanpur,40,782.63,1,18161.13,1415.56
Medium Commercial Vehicles,2023-08-25,Amritsar,Solapur,20,1551.44,2,20184.32,1163.73
Container trucks,2024-05-20,Jabalpur,Jaipur,40,591.81,1,17122.03,1606.5
Medium Commercial Vehicles,2024-10-21,Visakhapatnam,Mumbai,20,1103.35,3,14870.51,1160.07
Medium Commercial Vehicles,2025-05-30,Tiruchirappalli,Chennai,20,305.6,1,8665.47,1385.3
Heavy Commercial Vehicles,2024-12-30,Guwahati,Warangal,30,1543.88,0,20182.45,998.7
Heavy Commercial Vehicles,2025-09-15,Bhavnagar,Rajkot,30,151.6,3,9810.12,1435.85
Medium Commercial Vehicles,2023-03-18,Jaipur,Mumbai,20,917.57,1,13460.67,1182.29
Heavy Commercial Vehicles,2025-11-29,Dhanbad,Jaipur,30,1125.1,3,18358.27,1338.38
Container trucks,2024-01-03,Hyderabad,Bhopal,40,659.99,0,16231.05,1439.94
Container trucks,2023-06-13,Vadodara,Jodhpur,40,435.78,2,16829.27,1623.42
Trailer trucks,2025-01-18,Gwalior,Delhi,50,282.38,0,16565.69,1588.31
Heavy Commercial Vehicles,2025-08-05,Bhavnagar,Bangalore,30,1131.7,2,19897.67,1429.09
Light Commercial Vehicles,2025-02-06,Solapur,Meerut,10,1267.58,0,12658.68,811.63
Medium Commercial Vehicles,2025-11-18,Chennai,Raipur,20,915.51,3,13024.75,1152.13
Heavy Commercial Vehicles,2024-11-11,Raipur,Ludhiana,30,1214.43,3,18263.49,1282.63
Trailer trucks,2023-09-03,Pune,Surat,50,312.39,3,17831.5,1695.3
Heavy Commercial Vehicles,2025-05-29,Surat,Bhavnagar,30,96.36,1,10040.31,1391.98
Heavy Commercial Vehicles,2025-06-24,Tiruchirappalli,Jodhpur,30,1811.34,2,26296.91,1297.2
Heavy Commercial Vehicles,2024-03-03,Lucknow,Meerut,30,397.25,1,12388.9,1337.71
Heavy Commercial Vehicles,2025-08-19,Dhanbad,Udaipur,30,1294.65,2,21707.37,1461.65
Light Commercial Vehicles,2024-04-10,Solapur,Amritsar,10,1551.44,1,15681.2,794.66
Light Commercial Vehicles,2023-05-16,Gwalior,Pune,10,961.62,1,11182.65,1038.16
Medium Commercial Vehicles,2025-06-06,Vijayawada,Ahmedabad,20,1111.59,2,16030.69,1368.24
Light Commercial Vehicles,2025-12-10,Kolkata,Vellore,10,1448.3,0,13697.72,791.18
Light Commercial Vehicles,2023-11-08,Dhanbad,Chennai,10,1351.98,3,13732.91,915.56
Container trucks,2025-05-18,Lucknow,Guwahati,40,1078.18,1,21100.78,1529.74
Medium Commercial Vehicles,2024-09-08,Nanded,Amritsar,20,1405.91,3,17577.41,1049.49
Medium Commercial Vehicles,2025-01-08,Amritsar,Udaipur,20,789.39,0,11520.06,969.79
Container trucks,2024-12-13,Raipur,Nagpur,40,264.14,0,13213.35,1499.32
Container trucks,2023-09-09,Jhansi,Gwalior,40,93.65,3,12968.26,1596.6
Medium Commercial Vehicles,2024-02-06,Nagpur,Kozhikode,20,1149.7,0,14241.72,1050.85
Heavy Commercial Vehicles,2024-05-27,Tiruchirappalli,Meerut,30,2016.94,1,24814.83,1092.24
Light Commercial Vehicles,2024-12-05,Bhavnagar,Bhopal,10,565.98,0,7370.77,968.28
Trailer trucks,2023-10-20,Patna,Kozhikode,50,1867.65,3,30338.02,1457.46
Container trucks,2023-12-03,Bhopal,Kolhapur,40,797.77,0,17793.3,1366.9
Heavy Commercial Vehicles,2025-05-08,Allahabad,Bilaspur,30,372.92,1,12426.14,1411.37
Container trucks,2024-05-30,Gwalior,Hyderabad,40,978.61,1,19483.66,1489.17
Light Commercial Vehicles,2024-07-01,Vadodara,Hubli,10,795.24,2,10176.6,1218.83
Heavy Commercial Vehicles,2024-07-23,Kozhikode,Jaipur,30,1732.83,2,24971.08,1219.65
Trailer trucks,2023-12-14,Coimbatore,Solapur,50,743.67,0,20321.24,1522.42
Heavy Commercial Vehicles,2023-06-02,Ludhiana,Lucknow,30,669.37,2,16198.74,1469.55
Container trucks,2024-04-26,Ludhiana,Solapur,40,1466.56,1,23378.04,1334.59
Trailer trucks,2025-09-27,Mangalore,Bilaspur,50,1275.1,3,25646.96,1570.54
Medium Commercial Vehicles,2024-10-23,Thiruvananthapuram,Delhi,20,2224.04,3,23925.36,914.64
Medium Commercial Vehicles,2023-12-30,Nanded,Patna,20,1076.12,0,13386.43,1070.24
Container trucks,2025-05-14,Vijayawada,Mangalore,40,739.51,1,17804.88,1441.12
Heavy Commercial Vehicles,2023-04-19,Meerut,Agra,30,202.52,1,10851.77,1401.86
Medium Commercial Vehicles,2023-01-12,Patna,Solapur,20,1297.22,0,15167.06,930.1
Trailer trucks,2023-11-17,Surat,Patna,50,1349.34,3,25697.5,1571.62
Container trucks,2023-01-12,Thiruvananthapuram,Allahabad,40,1942.72,0,26201.24,1013.29
Trailer trucks,2024-07-27,Rajkot,Vadodara,50,245.13,2,18268.04,1873.69
Medium Commercial Vehicles,2023-05-08,Jamshedpur,Kanpur,20,718.45,1,11976.2,1242.76
Medium Commercial Vehicles,2025-07-12,Bangalore,Bhopal,20,1138.91,2,16721.87,1270.39
Heavy Commercial Vehicles,2025-03-17,Vijayawada,Patna,30,1108.84,1,17526.49,1268.15
Medium Commercial Vehicles,2023-03-07,Surat,Bangalore,20,1039.14,1,14217.9,1176.66
Container trucks,2023-09-06,Vellore,Chennai,40,124.84,3,12938.75,1538.85
Heavy Commercial Vehicles,2024-01-31,Chennai,Jaipur,30,1600.87,0,20834.11,1072.78
Heavy Commercial Vehicles,2023-04-26,Mangalore,Dhanbad,30,1714.85,1,22562.27,1188.43
Trailer trucks,2023-10-25,Dhanbad,Kozhikode,50,1788.08,3,28906.85,1344.96
Heavy Commercial Vehicles,2024-11-26,Udaipur,Jhansi,30,499.35,3,12759.17,1378.68
Trailer trucks,2025-11-08,Surat,Ahmedabad,50,206.85,3,16322.25,1812.13
Trailer trucks,2024-03-03,Visakhapatnam,Bhopal,50,864.38,1,22277.69,1544.8
Light Commercial Vehicles,2025-07-07,Delhi,Ahmedabad,10,774.37,2,10428.42,1189.63
Light Commercial Vehicles,2024-01-26,Surat,Ahmedabad,10,206.85,0,4337.03,1039.86
